ID;type;length;Replicate;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F1415;F1617;F18
sll1051-5UTR(Kopf);feature;31;2;0;0;0;1;0;2.67;0;3.33;2.67;0.5;1.67;1.5;0.83;0;0;0
sll1052;feature;375;2;0;0;0;1;0;1;3;0;5;0;0;2;0;0;0;0
sll1053;feature;1563;2;0;0;0;7.2;5;45.5;22.5;19;19.5;14.5;19;16;20.5;12;0;0
sll1053-5UTR(Kopf);feature;62;2;0;0;0;0;0;1.5;1.5;1;0;0.5;0;0;0;0;0;0
sll1053-as;feature;42;2;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
sll1054;feature;564;2;0;0;2;6;0;0.5;10;10;4.5;1;3;3;4.5;0;0;0
sll1056;feature;2307;2;0;0;6;6.5;3.25;6.25;16;9;23.5;11;8;12;4;3.5;0;0
sll1056-3UTR(Kopf);feature;2;2;0;0;0;0;0.25;0.25;0;0;0;0;0;0;0;0;0;0
sll1056-5UTR(Kopf);feature;31;2;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0.5;0;0
sll1057;feature;333;2;0;0;1;3.5;8;27.83;27.5;14.83;11.5;9;2;6.5;3;3;1;0
sll1057-3UTR(Kopf);feature;48;2;0;0;0;0.5;0;1.17;0.5;1.67;0;1;0.33;1.33;1.33;0;1;0
sll1057-5UTR(Kopf);feature;29;2;0;0;0;0;0;1;1;0.5;1.5;0;1;1.5;0;1;0;0
sll1058;feature;828;2;0;0;6;2;5;18.83;10;11.83;20;13;8.33;1.83;0.83;4;1.5;0
sll1058-5UTR(Kopf);feature;40;2;0;0;0;0;0;1.17;2;1.17;0;0;0.33;0.83;0.83;0;0.5;0
sll1059;feature;546;2;0;0;1;2;1;0;4;2;8;3;6;2;1;0;0;0
sll1060;feature;3030;2;0;2;3.5;6.5;15;70;141;106;59.67;34;40.5;25.5;6.5;7.5;2.5;4
sll1060-as;feature;81;2;0;0;0;0;0;0;0;0;4;0;2;1;0;0;0;0
sll1061;feature;516;2;0;0;0;1;0;2;3;0;14.67;10.5;8;1;2;2;0;0
sll1061-5UTR(Kopf);feature;783;2;0;0;1.5;0.5;0;7;8.5;2.5;2.17;3.5;1;0;0;0;0;0
sll1062;feature;378;2;0;0;0;0;0;4;4;0;3;1;4;0;0;0;0;0
sll1063;feature;660;2;0;0;0;3;2;6;10;10;13.5;4.5;3;2;2;2;0;0
sll1063-5UTR(Kopf);feature;34;2;0;0;0;0;0;0;0;0;0.5;1.5;0;0;0;0;0;0
sll1064;feature;1707;2;0;0;2.5;3;3;12;18;9;22;19;8;6;6;3;0;0
sll1064-as;feature;105;2;0;0;0;2;0;2;1;0;1;2;0;0;0;0;0;0
sll1068;feature;432;2;0;0;0;0;0;0.5;0;0;5;1;0;5.5;0;0;0;0
sll1069;feature;1251;2;0;0;0;7;8;26;53;32;22;11;36;10;17;6;2;0
sll1070;feature;2013;2;1;1;25;61;208.5;719.5;1044.5;666.5;215.5;252;282;175.5;192.5;79;30.5;12
sll1070-3UTR(Kopf);feature;16;2;1;0;0;3;10;35;71;52.5;19.5;9;11.5;5.5;3;4;0.5;0
sll1070-5UTR(Kopf);feature;84;2;0;0;0;0;0.5;14.5;12.5;5;3;3;4.5;2;4.5;2;0;0
sll1070-as;feature;180;2;0;0;1;0;0;0;3;8;3.5;1;0;0;1;0;0;0
sll1070-as2;feature;106;2;0;0;0;0;0;0;9;0;4;1;1;0;0;0;0;0
sll1070-as3;feature;143;2;0;0;1;0;0;0;2;3;2.5;0;0;0;1;0;0;0
sll1071;feature;828;2;0;0;1.5;2;1;16.5;33.5;20;9;9.5;4;5;0;2;0;2
sll1071-5UTR(Kopf);feature;35;2;0;0;0;0;0;0.5;0.5;0;1;0;0;0;0;0;0;0
sll1072;feature;672;2;0;2;0;3;0;4;9;11;8;8.5;6;4;2;0;2;2
sll1074;feature;2610;2;0;0;4;11.5;7;19;27.5;26;22.5;20.5;20;9;11.5;0;0;0
sll1074-5UTR(Kopf);feature;36;2;0;0;0;0;2;1;3.5;2;0.5;2;0;1;0;0;0;0
sll1076;feature;2889;2;0;0;6;15;7;25;38;21;45;28;18;18;8;5;2;1
sll1076-as;feature;27;2;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0
sll1077;feature;1173;2;0;2;2;2;7;22.5;20;24;20;5.5;4;12;4;7;0;0
sll1078;feature;363;2;0;0;0;7;2;5;3;1;7;3;2;0;0;2;0;0
sll1079;feature;690;2;0;0;2;3;0;2;4;2;17;4;6;6;1;0;0;0
sll1080;feature;1059;2;0;0;3;6;1;14;33;14;15;19;14;6;6;5;0;0
sll1081;feature;843;2;0;0;2.33;1;2;3;14;8;5;5;9;3;4;0;0;0
sll1082;feature;801;2;0;0;1;3;0;1;2;4;17;7;1;5;5;0;0;0
sll1084;feature;2598;2;0;0;3;12;2.5;7.33;11;10;25.5;17;19;7.5;10;2;0;0
sll1084-5UTR(Kopf);feature;17;2;0;0;0;0;0;0;0;0;0.5;1;0;0.5;0;0;0;0
sll1084-as;feature;32;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sll1085;feature;1662;2;0;0;4;4;0;4;10;7;14;8;5;2;3.5;0;0.5;0
sll1085-3UTR(Kopf);feature;487;2;0;0;0;4;0;0.5;0;2;7.5;1;1;0;1;0;1.5;0
sll1085-5UTR(Kopf);feature;205;2;0;0;0;0.5;1;3.5;4.5;10;1;4;3;0;0.5;0;0;0
sll1086;feature;468;2;0;0;1;5;29;124;176;113.5;37.5;42;32.5;22.5;19.5;6;5;0.5
sll1086-3UTR(Kopf);feature;115;2;0;0.67;0;0;0;4.67;8.83;3.33;4.67;6;5.17;2.17;3.17;3;1.5;0
sll1086-5UTR(Kopf);feature;52;2;0;0;0;0;0;14.5;19.5;19.5;12;9;3;0;0;0;2.5;0.5
sll1087;feature;1539;2;0;0.67;2.5;12;27;84.17;159.33;147.83;78.67;53.5;103.17;48.67;56.17;26.5;4;1
sll1087-5UTR(Kopf);feature;33;2;2.5;2.17;0.5;0;3;2.67;9.83;8.33;1.67;2.5;6.17;4.67;0.67;5.5;0;0
sll1089;feature;642;2;0;0;1;7;10;45;80.5;58.5;14.5;18;13;3;9.5;0;3;0
sll1091;feature;1224;2;0;0;2.5;17;61;160;155.5;104.5;30;45.5;38;35;11.5;15.5;6;2.5
sll1091-3UTR(Kopf);feature;72;2;0;0;7.5;20.5;50.5;77.5;39.5;14.5;1;4.5;4.5;4.5;2.5;2;0;0.5
sll1091-5UTR(Kopf);feature;46;2;0;0;0;0.5;0;1.5;2.5;2;0;1;0.5;0.5;1;0.5;0;0
sll1092;feature;387;2;0;0;0;1;0;0;1;2;6;1;0;0;0;0;0;0
sll1094;feature;303;2;0;0;0;1;0;0;1;2;3;0;3;0;1;0;0;0
sll1095;feature;636;2;0;0;0;7;0;1;1;2;8;5.5;4;2;0;2;0;0
sll1095-5UTR(Kopf);feature;64;2;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
sll1096;feature;381;2;0;0;3;4;13;49.5;54.5;30.5;12.5;17.5;15.5;6;15;5;1;0
sll1096-5UTR(Kopf);feature;67;2;0;0;0;1;0;6.5;2.5;0.5;3.5;0.5;0.5;2;1;1;0;0
sll1097;feature;471;2;0;0;2;4;10;57;70;56;25;14;27;21;14;3;4;0
sll1098;feature;2076;2;6;8;13;31;212;937;2042;1890;805;603.5;561.5;368;254;132;55;14
sll1099;feature;1200;2;2.33;2;8;25;257;1144;1950;1116;442;420.5;618.5;448;450;215;84;16
sll1101;feature;318;2;0;0;7;3;7;53;52;16;16;9;8;2;11;0;0;0
sll1102;feature;540;2;0;0;2;3;0;17.5;24;19.5;4.5;9.5;6.5;5.5;0;3.5;1;0
sll1102-5UTR(Kopf);feature;55;2;0;0;0;0;0;0;0;1;0.5;0;0.5;0;0;0;0;0
sll1103;feature;1338;2;0;1;2;4;19;90.5;113;50.5;30.5;32.5;36.5;15.5;17;9;6;2
sll1104;feature;891;2;0;0;3;6;2;12;24;18.25;10.5;14;12.5;8;6;4.5;0;0
sll1104-as;feature;113;2;0;0;0;0;0;3;3;0;0;0;1;0;2.5;0;0;0
sll1106;feature;516;2;0;3;1;0;72;274;391;246;107;91;93;53;39;22;0;2
sll1107;feature;777;2;0;0;0;3;0;5;5;1;3;5;0;3;2;0;0;0
sll1108;feature;828;2;0;0;0;1;0;10;5;4;3;1;3;6;0;2;0;0
sll1109;feature;585;2;0;0;0;2;0;3;1;0;12;14;4;0;3;0;0;0
sll1110;feature;1098;2;0;0;4;11;2;16;18;18.33;17;12;7;4;5;0;0;0
sll1110-as;feature;173;2;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0
sll1112;feature;459;2;0;0;6.5;2;12;54.5;88.5;43.5;16.5;23;32.5;8.5;10;5;0;0
sll1112-as;feature;89;2;0;0;0;0;0;0;0;4;1;1;0;0;0;2;0;0
sll1118;feature;327;2;0;0;0;1;0;1.5;0;1;6;0;7.5;1.5;0;0;0;0
sll1118-3UTR(Kopf);feature;277;2;0;0;0;2;0;0;4;0;2;1;1.5;0;0;0;0;0
sll1118-5UTR(Kopf);feature;41;2;0;0;0;1;0;0.5;0;1;1;0;0.5;1.5;0;0;0;0
sll1119;feature;1086;2;0;1;1;10;21.5;77.5;138.5;95.5;49.5;31.5;39.5;30.5;20;20;9;0
sll1119-3UTR(Kopf);feature;127;2;0;0;2;0.5;1;3.5;6.5;7.33;0.5;2;3.5;3.33;0.83;1.5;0;0
sll1119-5UTR(Kopf);feature;36;2;0;0;0;1;0.5;1.5;5.5;4;4.5;0.5;0.5;2;1;1.5;1;0
sll1119-as;feature;111;2;0;0;0;2;0;0;0;0;1;2;0;0;0;0;0;0
sll1120;feature;3603;2;0.5;2.33;9;31.5;10;52;70;35.33;70;51;24.5;11.83;21.33;5;1;0
sll1120-5UTR(Kopf);feature;69;2;0;0;0;0.5;2;6.5;5.5;3.33;1.5;0;0.5;3.33;0.83;0;0;0
sll1121;feature;2396;2;0;0;2;7;2.33;12;25;11.5;29;13.5;9;8;11;0;0;0
sll1121-as;feature;83;2;0;0;2;0;0;0;2;1;4;0;0;0;0;2;0;0
sll1121-as2;feature;49;2;0;0;2;0;0;1.5;3;1;1.5;0;0;1.5;0;0;0;0
sll1121-as3;feature;157;2;0;0;4;1;6;13.5;26;6;3.5;0;0;5.5;1;0;0;0
sll1123;feature;771;2;0;0;3;4.5;4;17.5;13.5;11;8;3;2;3.5;6;1.5;0;0
sll1123-5UTR(Kopf);feature;91;2;0;0;1;1;1;7.5;5.5;4.5;1;0.5;7.5;2.5;0;0.5;0;0
sll1123-as;feature;129;2;0;0;0;2;0;0;5;0;2;1;4;0;3;0;0;0
sll1124;feature;4116;2;0;0;3;27;8.83;68.17;84.33;38.33;56;30;39.33;20.5;19;12;5.5;4.33
sll1124-3UTR(Kopf);feature;43;2;0;0;0;0;0.83;6.5;7.83;3.33;2.33;1;1.17;0.33;0;0;0.67;0
sll1124-as;feature;177;2;0;0;0;4;0;0;0;0;1;6;0;2;0;0;0;0
sll1124-as2;feature;53;2;0;0;0;3;0;5;1;2;0;0;0;3;0;1;0;2
sll1127;feature;828;2;0;0;1;1;1;2;3;0;6;4;0;1;1;0;0;0
sll1127-as;feature;87;2;0;0;0;0;0;2;9;3;1;0;0;3;8;2;0;0
sll1127-as2;feature;147;2;0;0;0.5;0.5;8;39;96.5;54.5;39.5;26;43;39;39;19.5;1.5;2
sll1129;feature;891;2;0;0;1;4.5;1.33;7.5;15;10;2.5;10;3.5;1;0.5;3;0;0
sll1129-3UTR(Kopf);feature;378;2;0;0;0;0.5;0;1;3;0;6;5.5;3.5;1;1.5;0;0;0
sll1129-5UTR(Kopf);feature;179;2;0;0;0;0;1;0.5;4;2;1;1.5;3.5;3;1;1;0;1
sll1130;feature;348;2;0;0;1;5;19;45;65;29;15.5;11;13.5;10;6.5;2;2;0
sll1130-as;feature;112;2;0;0;0;0;0;2;0;3;6;4;0;0;0;0;0;0
sll1131;feature;429;2;0;0;0;1;0;6.5;8.5;5;4;1.5;0.5;0.5;0;0;2;0
sll1131-5UTR(Kopf);feature;27;2;0;0;0;0;0;0.5;0.5;0;0;0;0;0;0;0;0;0
sll1131-as;feature;190;2;0;0;0;1;1;2;4;0;1;3;1;0;0;0;1;0
sll1132;feature;1452;2;0;0;0;9;0;4;4;9;20;2.5;11.5;6.5;2;0;2;1
sll1135;feature;1005;2;0;0;4;6;1;14;10.5;8;14;6.5;5.5;3;0;0;2;1
sll1135-3UTR(Kopf);feature;245;2;0;0;0;3;0;2;0.5;0;2;3;1.5;2;0;0;0;0
sll1135-5UTR(Kopf);feature;88;2;0;0;0;0;0;0;0;0;1;0.5;0;0;0;0;0;0
sll1138;feature;747;2;0;0;0;2;9;32;53;31;11;15;16;12;10;2;2;3
sll1142;feature;522;2;0;0;0;3;0;11;16.5;5.5;4;8.5;2;2;2;2;0;1
sll1142-3UTR(Kopf);feature;140;2;0;0;0;2;0;3;0.5;1;0.5;1;2.33;0.67;0;0;0;0
sll1142-5UTR(Kopf);feature;40;2;0;0;0;0;0;2;3;1.5;3.5;1.5;0;0;0;0;0;1
sll1143;feature;2376;2;0;0;3;16;2;30;49;37;35;11.5;7.33;11.67;4;0;2;0
sll1143-3UTR(Kopf);feature;149;2;0;0;0;0;0;2;2;1.5;2;0;0;0;1;0;0;0
sll1143-5UTR(Kopf);feature;33;2;0;0;0;0;0;2;1;4;0;0.5;0.33;0.67;0;0;0;0
sll1144;feature;918;2;0;0;2;8;0;1;8;0;11;2.5;5.5;4;6;4;0;0
sll1144-3UTR(Kopf);feature;127;2;0;0;0;2;0;0;0;0;3.5;1.5;0.5;0.5;0;0;0;0
sll1144-5UTR(Kopf);feature;23;2;0;0;0;0;0;0;1;0;1.5;0;0;0.5;0;0;0;0
sll1147;feature;414;2;0;0;0;1;0;6.33;13.17;10.83;7.83;4;2.33;8.5;2.83;1;2;0
sll1147-3UTR(Kopf);feature;14;2;0;0;0;0;0.33;2.33;3;2.17;1.33;1;0.33;0;0.67;0.33;0;0
sll1147-5UTR(Kopf);feature;23;2;0;0;0;0;0;0;0.5;1;0.5;2;0;0.5;0.5;0;0;0
sll1150;feature;759;2;0;0;14;26.5;146.5;426.5;616;420.5;140.5;86;103.5;48;48;12;9;1
sll1150-5UTR(Kopf);feature;24;2;0;0;0;0;1;2;2;3;0.5;1;0.5;0;0;0;0;0
sll1151;feature;1818;2;0;0;3.5;11;3;8;31.67;20;22.5;17;14;14;7;0;1;0
sll1154;feature;1257;2;0;0;9;4.83;16.5;39;60.5;49;15;17.5;16;5;13;1;1;0
sll1154-3UTR(Kopf);feature;58;2;0;0;0;1.67;0.33;1.33;0.33;0;0.83;0.5;0;0;0;0;0;0
sll1154-5UTR(Kopf);feature;65;2;0;0;0;1.5;2.5;1;1.5;1;0;0.5;0;0;1;0;0;0
sll1155;feature;342;2;0;2;2;1.83;26.83;105.33;131.83;84;20.33;18.5;11;22.5;6;4;0;0
sll1155-5UTR(Kopf);feature;64;2;0;0;0;3.17;4.83;9.33;8.83;2;0.83;1;0;0.5;0;0;0;0
sll1156;feature;426;2;0;0;1;1.67;5;8;11.25;7.5;7;8.75;3;1;4.5;0.17;0;0
sll1157;feature;417;2;0;0;0;3.67;0;3;1.25;2.5;3;5.25;3;4;1.5;0.17;0;0
sll1158;feature;417;2;0;0;0;0;0.5;0;0.5;0.5;0.5;2.5;4;1;0;0;0;0
sll1159;feature;657;2;0.1;0;0;1.5;1;2;3;1;10.5;2;4;2;0;0;0;2
sll1159-5UTR(Kopf);feature;486;2;0;0;0;0.5;0.5;0;0.5;0.5;1;2.5;4;1;0;0;0;0
sll1160;feature;483;2;0;0;0;2;0;0;11;7;3;2;0;3;0;0;0;0
sll1161;feature;1008;2;0;0;0;2;0;0;2;4;15;7;2;0;2;0;0;0
sll1161-as;feature;52;2;0;0;0;0;0;0;2;0;1;1;2;0;0;0;0;0
sll1162;feature;708;2;0;0;1;3;0;4;2;4;17.5;4;4.5;2;1;0;0;0
sll1163;feature;408;2;0;0;3.5;0;0;1;2.5;0;3;5;0.5;1;0;0;0;0
sll1164;feature;1050;2;0;0;0.5;7.25;0;0;0.5;0;10.5;4;5;1.5;0;0;0;0
sll1165;feature;2739;2;0;0;3;3;2;20;12;4;31;22;15;6;2;0;0;0
sll1166;feature;1104;2;0;0;1;0;0;10;9;3;36;9;8;4;7;4;2;0
sll1167;feature;1245;2;0;0;0;5;2;1.5;11;9;11;9;7;0;1;0;0;0
sll1167-5UTR(Kopf);feature;83;2;0;0;0;0;0;1.5;1;0;0;0;0;0;0;0;0;0
sll1169;feature;717;2;0;0;0;4;0;3;3.5;0;6;8;1;2;0;0;0;0
sll1170;feature;1584;2;0;0;0;6;0;1;1;4.5;14;12;3;0;2;0;0;0
sll1172;feature;1149;2;0;0;2;3;5;18;24;14.5;12.5;6;11;9.5;11;9;1;2
sll1172-3UTR(Kopf);feature;152;2;0;0;0;0;2;1;7;4;3;0;1.5;2.5;0;2;0;0
sll1172-5UTR(Kopf);feature;18;2;0;0;0;0;0;0;3;0.5;0.5;0;1.5;0;0;0;0;0
sll1173;feature;735;2;0;0;1.5;1.83;0;0.83;1;2;3.83;1;2;1;0;0.83;0;0
sll1174;feature;825;2;0;0;0;1.33;0;0.33;5;1;9.33;2;4;0;1;0.33;0;0
sll1174-5UTR(Kopf);feature;89;2;0;0;0.5;1.83;0;0.83;0;0;0.83;0;0;0;0;0.83;0;0
sll1178;feature;1848;2;0.5;0;2;4;4;8;13.5;6;12.5;6;7.5;3.5;7.33;0;0;0
sll1178-3UTR(Kopf);feature;143;2;0;0;0;0;0;1;0;0;1.5;2;1;0.5;0;0;0;0
sll1178-5UTR(Kopf);feature;132;2;0;0;0;0;0;0;2.5;0;0;1;3.5;0;0;0;0;0
sll1178-as;feature;87;2;0;0;0;0;0;3;4;0;4;0;1;1;0;0;0;0
sll1180;feature;3036;2;0;0;14.5;33;51;201;270.5;208;106;95;111;56.5;59;33;12.5;6
sll1180-3UTR(Kopf);feature;77;2;0;0;0;0;0;6.5;11;13;1.5;2.5;5;2.5;2;0;0.5;0
sll1180-5UTR(Kopf);feature;167;2;0;0;1.5;0;1;7.5;17.67;7.5;5;5.5;4.5;4.5;1.5;0;0;0
sll1181;feature;1752;2;0;0;6;10;55;251.5;412;249.5;102;78.5;83;44;41;22;12;4
sll1181-3UTR(Kopf);feature;77;2;0;0;1;2;12.5;44.5;37;19;6.17;5.5;1.5;2.5;1;0;0;0
sll1181-5UTR(Kopf);feature;81;2;0;0;0;0;0;9;10.5;11;2.5;2.5;1.5;2.5;0;1;0;0
sll1181-as;feature;53;2;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0
sll1182;feature;402;2;0;0;0;0;6;10;12;15.5;7.67;2;6.5;8.5;7;2;0;0
sll1182-5UTR(Kopf);feature;21;2;0;0;0;0;3.5;9.5;12.5;5;3.17;1;0.5;2.5;0.5;0;0;0
sll1182-as;feature;36;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
sll1184;feature;723;2;0;0;0;7;73.5;318;461.5;274;118.5;83;72;48;37;3.5;6;2
sll1184-5UTR(Kopf);feature;68;2;0;0;0;0;1.5;5;6.5;6;8.5;4;1;4;0;1.5;0;0
sll1184-as;feature;90;2;0;0;0;0;0;0;0;0.5;1.5;0;0;0;0;0;0;0
sll1185;feature;1023;2;0;0;9;8;3;4;18;12;13;10;5;8;4;1;0;0
sll1186;feature;651;2;0;0;1;0;3;20.75;30;21.5;8;11;7;4;2;2;4;0
sll1186-3UTR(Kopf);feature;3;2;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0
sll1186-5UTR(Kopf);feature;26;2;0;0;0;0;0;3.5;3;1.5;1;0;1;0;0;0;0;0
sll1187;feature;852;2;0;0;2;3;5;8.25;11.5;13;8;4;4;3;3;0;0;0
sll1187-5UTR(Kopf);feature;26;2;0;0;0;0;0;0.25;1;0;0;0;0;0;0;0;0;0
sll1188;feature;495;2;0;0;0;6;4;21;31.5;19;20;10;9;6;5;1;0;0
sll1189;feature;1305;2;0;0;2;14;7;40;68.5;28;24;17;14.5;13;10.5;0;2;4
sll1189-3UTR(Kopf);feature;233;2;0;0;0;0;0;0;2;0;2.5;0;0;0;2;0;0;0
sll1189-5UTR(Kopf);feature;108;2;0;0;0;0;0;2;3.5;4;2;1;1.5;2;1.5;0;0;0
sll1191;feature;312;2;0;0;0;2;3;6.5;14;5;4.5;4;2;8;2;6;2;0
sll1191-as;feature;146;2;0;0;0;0;2;4;15;9;4;3;3;8;2;0;2;0
sll1192;feature;423;2;0;1;0;1.33;3;3.5;7;7;3.5;2;3;2;0;0;0;2
sll1193;feature;498;2;0;1;0;2;5;28;53;31;13;12;9;2;8;4;0;0
sll1193-as;feature;128;2;0;0;0;0;0;0.5;0.83;3.5;1;0;2.5;0;0;0;0;0
sll1193-as2;feature;182;2;0;0;0;0;0;0.5;1.83;5.5;1;0;5.5;0;0;0;0;0
sll1194;feature;396;2;0;0;2;5.5;25;187.5;281.5;113;35;23.5;31.5;21;15.5;0;2.5;0
sll1194-5UTR(Kopf);feature;94;2;0;0;0;0.5;3.5;17;18;22;7.5;10;7;2.5;5.5;0;1.5;0
sll1196;feature;1086;2;0;0;1;7;5;25;48.5;35;31.5;21;26;17;16;2;4;0
sll1196-3UTR(Kopf);feature;149;2;0;0;0;1.5;2;9.5;4.83;1.5;1;0;1;0.33;1;0;0;0
sll1196-5UTR(Kopf);feature;25;2;0;0;0;0;0;0.5;0.5;1.5;2;0;0.5;0;0;0;0;0
sll1198;feature;696;2;0;0;5;0;0;10;9.5;7;11.5;6;6;2;2.5;0;0;0
sll1200;feature;1176;2;0;0;2;3;2;8.5;15;9.5;14;13;9.5;4;2.5;0;0;0
sll1200-5UTR(Kopf);feature;83;2;0;0;0;0;0;1.5;0;0.5;2;0;4.5;0;1.5;0;0;0
sll1201;feature;795;2;0;0;1.33;6.33;13.83;54;93;27;20.5;29;31;12;16;7;0;3.67
sll1202;feature;1044;2;0;0;0;6;0;2;2;2;28.5;8;5;0;2;0;0;0
sll1203;feature;966;2;0;0;0;7;0;0;0;2;5.5;2;4.5;2;0;0;0;0
sll1204;feature;1284;2;0;0;0;0;0;0;1;0;10;8;6.5;1;0;0;0;0
sll1204-as;feature;36;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sll1205;feature;981;2;0;0;4;3;0;1;4;4;7;5;1;2;0;0;0;0
sll1205-as2;feature;23;2;0;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0
sll1206;feature;2556;2;0;0;8;12.5;6;11;9;12;15.5;7;5;1;5;3;0;0
sll1206-3UTR(Kopf);feature;593;2;0;0;0;6;0;0;2;1;1;3;0;1;2;0;0;0
sll1206-5UTR(Kopf);feature;40;2;0;0;0;0.5;0;0;1;0;0.5;0;0;0;0;0;0;0
sll1206-as1;feature;109;2;0;0;0;2;0;2;2;2;4;1;0;0;2;0;0;0
sll1206-as2;feature;52;2;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0
sll1209;feature;2010;2;0;0;4;4;0;12;4;2;14;11;2;0;2;2;0;0
sll1212;feature;1089;2;0;0;2;11;0;7;19;13;11.5;17.5;11;2;7;1;0;0
sll1212-5UTR(Kopf);feature;35;2;0;0;0;0;0;1;2;0;1.5;1.5;1;0;0;0;0;0
sll1213;feature;939;2;0;2;2;8;1;10;23;13;10;10;8;4;8;2;0;0
sll1214;feature;1077;2;0;0;0.5;10;21;89;113;63;42;28.5;26.5;25;8.5;11.5;5;1
sll1214-3UTR(Kopf);feature;10;2;0;0;0.5;1;5;23.5;46.5;27.5;14;7;9.5;5;1.5;1;0;0
sll1214-5UTR(Kopf);feature;82;2;0;0;0;1;3;3.5;6.5;7.5;9;15.5;13;5;4;1.5;0;1
sll1214-as;feature;20;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
sll1217;feature;678;2;0;0;1.5;1;1.33;9;7;11.5;9;1;2.5;0.5;1;0;0;0
sll1217-5UTR(Kopf);feature;139;2;0;0;0.5;2;1;8;1;2.5;2;0;3.5;0.5;1;0;0;0
sll1218;feature;660;2;0;0;0;0;0;9;13;2;3;3;4;3;0;0;0;0
sll1219;feature;327;2;0;0;0.5;4;6;10.5;12;7.5;1;5;2;5;5.5;2;2;4
sll1219-5UTR(Kopf);feature;3;2;0;0;0.5;0;0;0.5;1;0.5;0;2;0;0;0.5;0;0;0
sll1220;feature;522;2;0;0;0;5;1;26;41;16;23;13;6;2;4;2;0;0
sll1221;feature;1602;2;0;0;0;10;6;48;61;28;20.5;17.5;27.5;6;14;13;1;0
sll1222;feature;639;2;0;0;0;2;3;14;22;8;9.5;6.5;0.5;0;2;0;0;0.5
sll1223;feature;717;2;1;0;2;2;8;18;20.5;12;5;9;8.5;4.5;4;2;0;1.5
sll1223-as;feature;96;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
sll1224;feature;549;2;0;0;1;1;2;17;14.5;14;5;3;6.5;6;2;0;2;0
sll1225;feature;450;2;0;0;1;1;0;0;2;0;6;1;1;0;0.5;0;0;0
sll1226;feature;1425;2;2;0;0;9;7;21;21;15;13;7;9;7;2;1;0;0
sll1228;feature;1902;2;0;0;3;8;6;21.5;40.5;29.5;25.5;5;15.5;13;4.5;3;0;0
sll1228-5UTR(Kopf);feature;199;2;0;0;0;5;1;9.5;8.5;3.5;5.5;2;8.5;5;1.5;2;0;2
sll1228-as;feature;74;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
sll1228-as2;feature;120;2;0;0;0;0;0;1;0;0;0;0;0;4;0;1;0;0
sll1229;feature;1137;2;0;0;0;4;3;5;11;13;8;7;7;2;2;0;2;0
sll1231;feature;1200;2;0;0;0;6;0;2;5.5;4;19;8;3;1;2;0;0;0
sll1232;feature;564;2;0;0;0;5;0;0;2.5;0;7;3;1;2;3;0;0;0
sll1233;feature;885;2;0;0;1;4;0;12;7;15;11;10;3;3;3;0;0;0
sll1234;feature;1278;2;0;0;4;6;38;141;275.5;209;81;56;84;33;33.5;17;8;0.5
sll1234-3UTR(Kopf);feature;71;2;0;0;1;0;7;21;23.5;21.5;6.5;8;9;1.5;0.5;0;2;1.5
sll1234-5UTR(Kopf);feature;32;2;0;0;0;0;0;1;1;1;0.5;0;1;1.5;0;0;0;0
sll1234-as;feature;84;2;0;0;0;0;0;2;0;2;0;0;1;0;0;0;0;0
sll1234-as2;feature;97;2;0;0;0;0;0;1;6;2;2;1;2;2;2;0;0;0
sll1236;feature;384;2;0;0;0.5;0.5;0;0;0.5;3;2.5;3;2;0;2;0;0;0
sll1236-3UTR(Kopf);feature;162;2;0;0;1.5;1;0;0;1.5;1;0;2;3;0;0;0;0;0
sll1236-5UTR(Kopf);feature;41;2;0;0;0;0.5;0;0;0;0;0.5;0;0;0;0;0;0;0
sll1237;feature;900;2;0;0;2;6.83;4;7;15;0;10;9.5;0;4;3;0;0;0
sll1237-5UTR(Kopf);feature;542;2;0;0;1;3;1;2.5;9.5;2;6;4;2;2.5;1;0;0;0
sll1239;feature;537;2;0;0;1;1;2;2;0;3;13;9;3;3;2.5;0;0;0
sll1240;feature;474;2;0;0;2;1;1;0;0;0;7;4.5;2;0;1.5;0;0;0
sll1241;feature;759;2;0;0;2;3;0;3;1;3;18;18.5;3;2;0;0;2;0
sll1242;feature;1611;2;0;0;4;10;8;27.5;24.5;30;29.5;22.5;15;15;5;1;0;0
sll1242-3UTR(Kopf);feature;264;2;0;0;0;0;0;0;0;0;2;0.5;0;1;3;1;0;0
