,ID,Repl1_F1,Repl1_F2,Repl1_F3,Repl1_F4,Repl1_F5,Repl1_F6,Repl1_F7,Repl1_F8,Repl1_F9,Repl1_F10,Repl1_F11,Repl1_F12,Repl1_F13,Repl1_F1415,Repl1_F1617,Repl1_F18,Repl2_F1,Repl2_F2,Repl2_F3,Repl2_F4,Repl2_F5,Repl2_F6,Repl2_F7,Repl2_F8,Repl2_F9,Repl2_F10,Repl2_F11,Repl2_F12,Repl2_F13,Repl2_F1415,Repl2_F1617,Repl2_F18,Repl3_F1,Repl3_F2,Repl3_F3,Repl3_F4,Repl3_F5,Repl3_F6,Repl3_F7,Repl3_F8,Repl3_F9,Repl3_F10,Repl3_F11,Repl3_F12,Repl3_F13,Repl3_F1415,Repl3_F1617,Repl3_F18,Average_F1,Average_F2,Average_F3,Average_F4,Average_F5,Average_F6,Average_F7,Average_F8,Average_F9,Average_F10,Average_F11,Average_F12,Average_F13,Average_F1415,Average_F1617,Average_F18,SpCorAv,Average_Sum_readcount,Feature_subtype
2586,slr0749,0,0,0,0,0.065634422,0.232382678,0.31125219,0.134797316,0.104021926,0.078661696,0.030728932,0.006355184,0.01679676,0,0.019368897,0,0,0,0,0.011846881,0.067531696,0.37049196,0.159915255,0.077667479,0.100248808,0.066394244,0.110738531,0.007756372,0.00684663,0.020562143,0,0,0,0,0.016291151,0,0.118800195,0.101177612,0.358743064,0.089365293,0.019978272,0.139577815,0.051846603,0.064744116,0.039475879,0,0,0,0.00E+00,0.00E+00,5.43E-03,3.95E-03,8.40E-02,2.35E-01,2.77E-01,1.01E-01,7.47E-02,9.49E-02,6.44E-02,2.63E-02,2.10E-02,6.85E-03,6.46E-03,0.00E+00,0.792225718,13.65212087,mRNA
2587,slr0750,0,0,0,0,0.146305633,0.203501583,0.28215021,0.107313065,0.137017155,0.038965493,0.042811148,0,0,0.020348117,0.021587596,0,0,0,0.0026123,0.103869757,0.086347454,0.209571473,0.197730221,0.086255466,0.107427253,0.091630629,0.061872408,0.022668482,0.030014558,0,0,0,0,0,0.010131416,0,0,0.074158122,0.447364382,0.082530358,0.012812689,0.119354139,0.088668914,0.055363227,0.067512299,0.006347477,0.035756977,0,0.00E+00,0.00E+00,4.25E-03,3.46E-02,7.76E-02,1.62E-01,3.09E-01,9.20E-02,8.58E-02,8.33E-02,6.45E-02,2.60E-02,3.25E-02,8.90E-03,1.91E-02,0.00E+00,0.582112475,16.02371645,mRNA
2588,slr0751,0,0.003703242,0,0,0,0.054951402,0.412169139,0.148752082,0.062613108,0.130207611,0.127162937,0,0,0.060440479,0,0,0.00189632,0,0,0.076879765,0.043824368,0.062046186,0.244805473,0.129028957,0.086741308,0.19149433,0.109908477,0,0,0.053374815,0,0,0,0,0.003926177,0.173901661,0.078735013,0,0.11887876,0.047381589,0.006620315,0.065297938,0.219913064,0.061298948,0.1569762,0.039356893,0.027713441,0,6.32E-04,1.23E-03,1.31E-03,8.36E-02,4.09E-02,3.90E-02,2.59E-01,1.08E-01,5.20E-02,1.29E-01,1.52E-01,2.04E-02,5.23E-02,5.11E-02,9.24E-03,0.00E+00,0.488698792,4.941994233,mRNA
2589,slr0752,0,0,0,0,0.039423134,0.2060201,0.358949315,0.103851922,0.08938117,0.118308817,0.033223047,0.016795786,0.018160069,0.006579541,0.0093071,0,0,0,0.002115871,0.06309812,0.039964789,0.166209111,0.25804284,0.123181042,0.121935834,0.096046263,0.039821721,0.034885269,0.054699141,0,0,0,0,0,0.010429975,0.016499058,0.059760374,0.116332891,0.273195579,0.128855166,0.026380522,0.050263671,0.073025492,0.069789435,0.105890946,0.048542213,0.021034678,0,0.00E+00,0.00E+00,4.18E-03,2.65E-02,4.64E-02,1.63E-01,2.97E-01,1.19E-01,7.92E-02,8.82E-02,4.87E-02,4.05E-02,5.96E-02,1.84E-02,1.01E-02,0.00E+00,0.810726081,26.02339499,mRNA
2590,slr0752-3UTR(Kopf),0,0,0,0.018914862,0.102783475,0.130892494,0.361052438,0.150422978,0.113008631,0.064907417,0.016040498,0.006634811,0.008767906,0.006353367,0.020221123,0,0,0,0,0,0.044150034,0.229193288,0.316894815,0.203105921,0.086395521,0.07504485,0.018908461,0.005408922,0.01193628,0.008961908,0,0,0,0,0.002663762,0,0.053418732,0.181978818,0.394312104,0.240006654,0.020212353,0.03197141,0.041963261,0.008317804,0.011804018,0.013351083,0,0,0.00E+00,0.00E+00,8.88E-04,6.30E-03,6.68E-02,1.81E-01,3.57E-01,1.98E-01,7.32E-02,5.73E-02,2.56E-02,6.79E-03,1.08E-02,9.56E-03,6.74E-03,0.00E+00,0.863894849,16.41208432,3UTR
2591,slr0753,0,0,0,0.091536859,0.165803949,0.209656787,0.23064128,0,0.167222015,0,0.03881331,0.096325799,0,0,0,0,0,0,0,0.112646764,0.080266135,0.170460216,0.155955236,0.066465519,0.103265679,0.122755413,0.061939047,0.007375191,0.048826188,0,0.070044611,0,0,0,0.043312109,0.035526259,0,0.140901424,0.145713996,0.029038664,0.00811476,0.080038045,0.101083274,0.090163605,0.096205703,0,0.067938735,0.161963426,0.00E+00,0.00E+00,1.44E-02,7.99E-02,8.20E-02,1.74E-01,1.77E-01,3.18E-02,9.29E-02,6.76E-02,6.73E-02,6.46E-02,4.83E-02,0.00E+00,4.60E-02,5.40E-02,0.413956771,6.75508765,mRNA
2592,slr0756,0,0,0,0,0,0.518817971,0,0.040126496,0.118231035,0.163912223,0,0.158912275,0,0,0,0,0,0,0.011024741,0.146121193,0.052059123,0.221114652,0.113793374,0.076636977,0.216384643,0.090990717,0.040172514,0,0,0.031702066,0,0,0,0,0.036981556,0.060667392,0,0.160409457,0.082944169,0.119012812,0,0.227798608,0.158232826,0.034130095,0.10952554,0.010297544,0,0,0.00E+00,0.00E+00,1.60E-02,6.89E-02,1.74E-02,3.00E-01,6.56E-02,7.86E-02,1.12E-01,1.61E-01,6.61E-02,6.43E-02,3.65E-02,1.40E-02,0.00E+00,0.00E+00,0.461574394,4.092105967,mRNA
2593,slr0758,0,0,0,0.025941021,0.16445761,0.142597275,0.22282642,0.091906497,0.115089418,0.062571283,0.043997878,0.027298179,0.024049706,0,0.013866254,0.06539846,0,0,0.008405167,0.111401526,0.039689422,0.280959811,0.192789062,0.065730785,0.117835549,0.069370531,0.06125435,0.036468317,0.016095482,0,0,0,0,0,0.007018999,0,0,0,0.366014914,0.059294306,0.017753144,0.087551997,0.184288246,0.065752095,0.070158315,0.008795006,0.074316807,0.059056171,0.00E+00,0.00E+00,5.14E-03,4.58E-02,6.80E-02,1.41E-01,2.61E-01,7.23E-02,8.36E-02,7.32E-02,9.65E-02,4.32E-02,3.68E-02,2.93E-03,2.94E-02,4.15E-02,0.380346502,13.36455285,mRNA
2594,slr0765,0,0,0,0.031985961,0.154499474,0.293043653,0.278414182,0.083103627,0.005565031,0.025717346,0.018083514,0.044879164,0.01976928,0.010743856,0.034194912,0,0,0,0.002925974,0.087256513,0.110532236,0.264077962,0.174493773,0.099155112,0.095714406,0.063391134,0.042647259,0.017773295,0.033618585,0.008413752,0,0,0,0,0.016479224,0.030413011,0.082618032,0.180932498,0.207902618,0.069605667,0.024313847,0.082792914,0.064900868,0.025728825,0.054905961,0.046460114,0.043620301,0.069326121,0.00E+00,0.00E+00,6.47E-03,4.99E-02,1.16E-01,2.46E-01,2.20E-01,8.40E-02,4.19E-02,5.73E-02,4.19E-02,2.95E-02,3.61E-02,2.19E-02,2.59E-02,2.31E-02,0.715075953,19.45699112,mRNA
2595,slr0769,0,0.000745731,0.002924355,0,0.043755733,0.276642577,0.264215214,0.093073171,0.059890661,0.117991065,0.038410684,0.024361235,0.020995686,0.018256579,0.038737308,0,0,0,0.002075978,0.017713442,0.058901095,0.232305433,0.130792526,0.077418878,0.063287687,0.084565539,0.082788055,0.061326613,0.030711218,0.03074449,0.003671451,0.123697592,0,0,0.002751448,0,0,0.107410967,0.367164535,0.107915665,0.040595533,0.030507015,0.105953484,0.085916094,0.068755166,0.034476433,0.04855366,0,0.00E+00,2.49E-04,2.58E-03,5.90E-03,3.42E-02,2.05E-01,2.54E-01,9.28E-02,5.46E-02,7.77E-02,7.57E-02,5.72E-02,4.02E-02,2.78E-02,3.03E-02,4.12E-02,0.647180112,31.46789928,mRNA
2596,slr0772,0,0,0,0.030285,0.12068384,0.24416486,0.187300824,0.092275238,0.085359279,0.074510202,0.021830374,0.016997025,0.018250032,0.021362282,0.025901186,0.061079858,0,0,0.002314492,0.01533806,0.136613647,0.301729732,0.145990428,0.092511014,0.080037975,0.085960084,0.065360887,0.012050533,0.02216069,0.039932458,0,0,0,0,0.007346001,0,0.098210478,0.155335388,0.24508044,0.112293119,0.028902582,0.023756157,0.081435652,0.082196136,0.085664678,0.007670625,0,0.072108744,0.00E+00,0.00E+00,3.22E-03,1.52E-02,1.19E-01,2.34E-01,1.93E-01,9.90E-02,6.48E-02,6.14E-02,5.62E-02,3.71E-02,4.20E-02,2.30E-02,8.63E-03,4.44E-02,0.747318438,30.73248195,mRNA
2597,slr0773,0,0,0.004103495,0,0,0.183768476,0.281459683,0.146123591,0.106155008,0.136950191,0.050305163,0.047560366,0.007856381,0.008539292,0.027178356,0,0,0,0.002421646,0.018696114,0.032361265,0.24689274,0.332327034,0.101002431,0.080710621,0.059959852,0.024266319,0.033622498,0.027823996,0,0.039915485,0,0,0,0.005216278,0.012835777,0.13947539,0.033938826,0.342205758,0.144786611,0.029318947,0.02891806,0.073043569,0.03529117,0.104278496,0.026144585,0.024546532,0,0.00E+00,0.00E+00,3.91E-03,1.05E-02,5.73E-02,1.55E-01,3.19E-01,1.31E-01,7.21E-02,7.53E-02,4.92E-02,3.88E-02,4.67E-02,1.16E-02,3.05E-02,0.00E+00,0.739996312,23.59661075,mRNA
2598,slr0774,0,0,0.008072578,0.050012603,0.15098266,0.21382533,0.106921387,0.135845478,0.087013694,0.080422245,0.028275017,0.035086077,0.015455423,0.016798876,0.071288632,0,0,0,0.006347256,0.084126113,0.0799251,0.127301973,0.189262872,0.08824416,0.16610503,0.087309892,0.04625691,0.044063134,0.056721857,0.024335704,0,0,0,0,0.011516228,0.026567025,0,0.084294418,0.213090887,0.090336531,0.02912798,0.087785208,0.100788617,0.062930545,0.105517791,0.050505572,0.040644416,0.096894782,0.00E+00,0.00E+00,8.65E-03,5.36E-02,7.70E-02,1.42E-01,1.70E-01,1.05E-01,9.41E-02,8.52E-02,5.84E-02,4.74E-02,5.92E-02,3.05E-02,3.73E-02,3.23E-02,0.459369286,13.35887252,mRNA
2599,slr0775,0,0,0.009007359,0,0,0.374920358,0.255648371,0.065902604,0.077671701,0.107681889,0.078872954,0.013049648,0.017245116,0,0,0,0.002999523,0,0.004893352,0.081070207,0.069319618,0.196284307,0.20202961,0.127557998,0.064028487,0.0302898,0.106983874,0.025477517,0.046852645,0.042213064,0,0,0,0.001737218,0.011812534,0,0,0.153712479,0.238443931,0.161562495,0.053115428,0.109144091,0.096489732,0.049180735,0.065595581,0.059205776,0,0,1.00E-03,5.79E-04,8.57E-03,2.70E-02,2.31E-02,2.42E-01,2.32E-01,1.18E-01,6.49E-02,8.24E-02,9.41E-02,2.92E-02,4.32E-02,3.38E-02,0.00E+00,0.00E+00,0.734116672,9.29851205,mRNA
2600,slr0776,0,0,0.007191669,0.029703367,0.035868505,0.181420904,0.231330523,0.1192676,0.186044279,0.081199122,0.025189546,0.034730399,0.027537745,0.029931446,0.010584894,0,0,0.002177225,0.010523353,0.043586198,0.049691557,0.193470486,0.184047562,0.150875279,0.110648473,0.108565756,0.028759149,0.03196109,0.040303411,0.04539046,0,0,0,0,0.010744273,0.052877198,0,0.069905779,0.274112674,0.162079037,0.054350952,0.049636846,0.037613025,0.092262012,0.06562982,0.040388645,0,0.090399739,0.00E+00,7.26E-04,9.49E-03,4.21E-02,2.85E-02,1.48E-01,2.30E-01,1.44E-01,1.17E-01,7.98E-02,3.05E-02,5.30E-02,4.45E-02,3.86E-02,3.53E-03,3.01E-02,0.688542469,21.75093238,mRNA
2601,slr0779,0,0,0,0.009058801,0.164085263,0.331973652,0.315400698,0.032094444,0.049646589,0.026220439,0.030728784,0.019065462,0.012597509,0.00912836,0,0,0,0,0.001680663,0.096526731,0.11639667,0.30711509,0.190176658,0.107093249,0.037699073,0.027742103,0.061240862,0.025279132,0.008582367,0,0.018468016,0,0.001999385,0,0.009972333,0,0.190460782,0.259533137,0.239640756,0.080231576,0.020818992,0.031591273,0.073146136,0.014828277,0.006328783,0.009520472,0,0.063927484,6.66E-04,0.00E+00,3.88E-03,3.52E-02,1.57E-01,3.00E-01,2.48E-01,7.31E-02,3.61E-02,2.85E-02,5.50E-02,1.97E-02,9.17E-03,6.22E-03,6.16E-03,2.13E-02,0.780576029,22.90365695,mRNA
2602,slr0779-5UTR(Kopf),0,0,0,0,0,0.354942968,0.044371491,0.205890387,0.278046712,0,0,0.067948681,0,0.048799762,0,0,0,0,0.004035811,0.053490369,0,0.215848305,0.259193962,0.05610877,0.120703401,0.099926513,0.058823571,0.070042262,0.061827036,0,0,0,0,0,0,0,0,0,0.359648181,0.057338089,0.110157729,0.065849399,0.083163861,0.037089981,0,0.119067822,0.167684937,0,0.00E+00,0.00E+00,1.35E-03,1.78E-02,0.00E+00,1.90E-01,2.21E-01,1.06E-01,1.70E-01,5.53E-02,4.73E-02,5.84E-02,2.06E-02,5.60E-02,5.59E-02,0.00E+00,0.397120047,3.0674759,5UTR
2603,slr0780,0,0,0.00345623,0,0.051713915,0.22233119,0.281206503,0.13655307,0.037254434,0.055091746,0.012105793,0.010014607,0.046320081,0,0,0.143952432,0,0,0,0.014308117,0.163123338,0.158777232,0.30704033,0.082546817,0.121075889,0.03563907,0.007867347,0.059953844,0,0.049668017,0,0,0,0,0.001638102,0,0.164251416,0.191844603,0.336172983,0.031630119,0.038670335,0.031784653,0.045876708,0.020460405,0.04366302,0.02463107,0.069376586,0,0.00E+00,0.00E+00,1.70E-03,4.77E-03,1.26E-01,1.91E-01,3.08E-01,8.36E-02,6.57E-02,4.08E-02,2.19E-02,3.01E-02,3.00E-02,2.48E-02,2.31E-02,4.80E-02,0.557857505,9.124439433,mRNA
2604,slr0780-5UTR(Kopf),0,0,0.006610768,0.041866288,0.23244735,0.242362155,0.230849063,0.086952545,0.049879871,0.025614804,0.020970604,0.015113332,0.01166948,0.003209938,0.006480118,0.025973681,0,0,0.00017093,0.021522166,0.123766034,0.309875386,0.257058709,0.124166326,0.056234,0.032919563,0.021488063,0.015425892,0.010690337,0.007864239,0.00398662,0.014831734,0,0,0.001513213,0.020622948,0.165734635,0.212048601,0.316158784,0.147402415,0.015046467,0.036350048,0.034636739,0.016116314,0.021462423,0.004375615,0.006573058,0.001958741,0.00E+00,0.00E+00,2.76E-03,2.80E-02,1.74E-01,2.55E-01,2.68E-01,1.20E-01,4.04E-02,3.16E-02,2.57E-02,1.56E-02,1.46E-02,5.15E-03,5.68E-03,1.43E-02,0.89592538,153.8365913,5UTR
2605,slr0782,0,0.004560557,0,0.073865515,0,0.236855069,0.152276394,0.235528454,0.134939523,0.089084004,0.046980503,0.02590998,0,0,0,0,0,0,0.020828324,0.078873498,0.056201089,0.119353571,0.204745146,0.082734426,0.211353106,0.085951415,0.097579686,0.03098396,0.011395777,0,0,0,0,0,0.021708016,0,0.248759785,0,0.187796087,0.089820019,0.052291483,0.206305942,0.151988721,0,0.041329946,0,0,0,0.00E+00,1.52E-03,1.42E-02,5.09E-02,1.02E-01,1.19E-01,1.82E-01,1.36E-01,1.33E-01,1.27E-01,9.88E-02,1.90E-02,1.76E-02,0.00E+00,0.00E+00,0.00E+00,0.569531289,7.149763367,mRNA
2606,slr0783,0,0,0,0,0.070745851,0.196805718,0.246027216,0.141835558,0.147798327,0.051814677,0.028981765,0.027400435,0.027157268,0.019678598,0.041754587,0,0,0,0,0.106796857,0,0.155622493,0.201248795,0.143142618,0.117148823,0.133006341,0.075034259,0.009322916,0.013715726,0.015446908,0.029514264,0,0,0,0.010617869,0,0.053232326,0.103625027,0.205398436,0.172985986,0.017903841,0.117726909,0.120804174,0.033155115,0.061909621,0.013304494,0,0.089336203,0.00E+00,0.00E+00,3.54E-03,3.56E-02,4.13E-02,1.52E-01,2.18E-01,1.53E-01,9.43E-02,1.01E-01,7.49E-02,2.33E-02,3.43E-02,1.61E-02,2.38E-02,2.98E-02,0.656030298,14.05796413,mRNA
2607,slr0784,0,0,0,0,0.046268377,0.245724019,0.277924836,0.108598991,0.099994489,0.073935777,0.024369835,0.02688017,0.0296018,0.025739934,0.040961773,0,0,0,0,0.054230863,0.038642049,0.095740925,0.234626887,0.099549646,0.11855016,0.042212436,0.078274738,0.039056541,0.015670735,0.005882892,0.033721161,0.142015606,0.001825361,0,0.008972535,0.016559141,0.134950495,0.087567397,0.32201027,0.119109835,0.01134711,0.019523748,0.054968566,0.028017432,0.04484243,0.044971371,0.031666916,0.075492755,6.08E-04,0.00E+00,2.99E-03,2.36E-02,7.33E-02,1.43E-01,2.78E-01,1.09E-01,7.66E-02,4.52E-02,5.25E-02,3.13E-02,3.00E-02,2.55E-02,3.54E-02,7.25E-02,0.587235528,16.21944637,mRNA
2608,slr0786,0,0,0,0,0.354016739,0,0.089537153,0.242355078,0.102012722,0.094285069,0,0.068556761,0,0.049236477,0,0,0,0,0.017040746,0.18821411,0.053644574,0.075949553,0.078172621,0.019742736,0.27606379,0.117202279,0.134536872,0.03943272,0,0,0,0,0,0,0.057870971,0,0.232107325,0,0.116816437,0.069839411,0.048790991,0.128330283,0.182332675,0.072282631,0.077126479,0.014502797,0,0,0.00E+00,0.00E+00,2.50E-02,6.27E-02,2.13E-01,2.53E-02,9.48E-02,1.11E-01,1.42E-01,1.13E-01,1.06E-01,6.01E-02,2.57E-02,2.12E-02,0.00E+00,0.00E+00,0.458385485,3.543210783,mRNA
2609,slr0787,0,0,0.003835004,0,0.24387067,0.181394747,0.237646505,0.042088378,0.078540704,0.055398471,0.030223098,0.022224251,0,0.007980568,0.016933388,0.079864216,0,0,0.005735089,0.022803749,0.18415247,0.272223998,0.223627482,0.09966672,0.051457676,0.042600176,0.045975184,0.051757455,0,0,0,0,0,0,0.020357524,0,0.032659762,0.174837637,0.372576782,0.133648366,0.01922303,0.036114643,0.068415958,0.045768917,0.067827794,0.028569588,0,0,0.00E+00,0.00E+00,9.98E-03,7.60E-03,1.54E-01,2.09E-01,2.78E-01,9.18E-02,4.97E-02,4.47E-02,4.82E-02,3.99E-02,2.26E-02,1.22E-02,5.64E-03,2.66E-02,0.640611865,25.12473023,mRNA
2610,slr0787-5UTR(Kopf),0,0,0,0,0,0.418045622,0.287429812,0,0.178624667,0.027515586,0.048369929,0.040014384,0,0,0,0,0,0,0,0,0.05811896,0.555419386,0.239963054,0.064168313,0.034510352,0.025395577,0.022424357,0,0,0,0,0,0,0,0.005820351,0,0.233441049,0.113607355,0.274137924,0.084288863,0.01962854,0.032266922,0.081502394,0,0.096962074,0.058344528,0,0,0.00E+00,0.00E+00,1.94E-03,0.00E+00,9.72E-02,3.62E-01,2.67E-01,4.95E-02,7.76E-02,2.84E-02,5.08E-02,1.33E-02,3.23E-02,1.94E-02,0.00E+00,0.00E+00,0.601957144,3.332506783,5UTR
2611,slr0788,0,0,0,0.040930256,0.148276838,0.1499952,0.093754648,0.159513075,0.064090714,0.236942897,0.034710361,0.071786011,0,0,0,0,0,0,0,0.085579222,0,0.129500858,0.059240617,0.01122105,0.271565615,0.186517789,0.141167714,0.022412118,0.037093894,0.055701122,0,0,0,0,0.014229955,0,0,0.092584776,0.175536284,0.045794368,0.047989077,0.184072416,0.132841415,0.148113782,0.079019637,0,0,0.079818289,0.00E+00,0.00E+00,4.74E-03,4.22E-02,4.94E-02,1.24E-01,1.10E-01,7.22E-02,1.28E-01,2.03E-01,1.03E-01,8.08E-02,3.87E-02,1.86E-02,0.00E+00,2.66E-02,0.523926063,7.5928265,mRNA
2612,slr0788-as,0,0,0,0,0,0,0,0.088396986,0.911603014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081219366,0.338451312,0.36404491,0.200920814,0,0.015363598,0,0,0,0,0,0,0,0,0,0,0,0.26530432,0.525147206,0.152343148,0,0.057205326,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.71E-02,2.31E-01,6.00E-01,1.18E-01,0.00E+00,2.42E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.783338664,3.070159733,asRNA
2613,slr0789,0,0,0.008987037,0.05103818,0.235320295,0.204040622,0.199806074,0.111781658,0.053278817,0.058196093,0.023608501,0.019530308,0.034412417,0,0,0,0,0,0,0.093714967,0.173618473,0.189082791,0.237822346,0.058981438,0.037007599,0.081699777,0.061835232,0.022873859,0.010832078,0.03253144,0,0,0,0,0,0,0,0.091893232,0.231121931,0.112167732,0.040884662,0.056007824,0.091954901,0.082021338,0.013464277,0.030381733,0.11409876,0.136003609,0.00E+00,0.00E+00,3.00E-03,4.83E-02,1.36E-01,1.62E-01,2.23E-01,9.43E-02,4.37E-02,6.53E-02,5.91E-02,4.15E-02,1.96E-02,2.10E-02,3.80E-02,4.53E-02,0.396969697,10.32201459,mRNA
2614,slr0789-5UTR(Kopf),0,0,0.002045904,0,0.122447561,0.201283209,0.197428483,0.134720271,0.092621111,0.044840657,0.078825847,0.017784346,0.054838053,0.017029948,0.036134609,0,0,0,0,0,0,0.147225043,0.333375606,0.03827047,0.074096051,0.072701354,0.080244344,0,0,0,0.254087131,0,0,0,0,0.076028581,0,0.100512836,0.363810693,0.136718319,0.060781461,0.057095597,0.027040624,0.096478084,0.068628888,0.012904917,0,0,0.00E+00,0.00E+00,6.82E-04,2.53E-02,4.08E-02,1.50E-01,2.98E-01,1.03E-01,7.58E-02,5.82E-02,6.20E-02,3.81E-02,4.12E-02,9.98E-03,9.67E-02,0.00E+00,0.565054604,8.672351717,5UTR
2615,slr0790,0,0,0.004426698,0.045708388,0.364290159,0.301509713,0.10888739,0.068014943,0.04771504,0,0.023257435,0.019239886,0.016950347,0,0,0,0,0,0.013541216,0.112171493,0.063941985,0,0.279535032,0.141194864,0.126559985,0.13969999,0.123355435,0,0,0,0,0,0,0,0.006788489,0,0.272270869,0,0.296898763,0.122886496,0.034340231,0.131719337,0,0.01059879,0.090472342,0.034024683,0,0,0.00E+00,0.00E+00,8.25E-03,5.26E-02,2.34E-01,1.01E-01,2.28E-01,1.11E-01,6.95E-02,9.05E-02,4.89E-02,9.95E-03,3.58E-02,1.13E-02,0.00E+00,0.00E+00,0.492839541,6.951356533,mRNA
2616,slr0793,0,0,0,0,0.186153659,0,0.188326332,0.109232812,0.429133185,0,0.087154012,0,0,0,0,0,0,0,0,0.051847549,0,0.209219074,0.25123348,0,0.116996304,0.096857525,0.057016955,0.027156437,0.189672676,0,0,0,0,0,0.108418841,0,0,0.151159004,0,0,0.026116536,0.257594368,0.108442105,0.193454974,0.154814172,0,0,0,0.00E+00,0.00E+00,3.61E-02,1.73E-02,6.21E-02,1.20E-01,1.47E-01,3.64E-02,1.91E-01,1.18E-01,8.42E-02,7.35E-02,1.15E-01,0.00E+00,0.00E+00,0.00E+00,0.20868208,2.739471774,mRNA
2617,slr0794,0.002749441,0,0.005472828,0,0.054455065,0.100024829,0.186396874,0.133500386,0.25956125,0.158115253,0.04792283,0.031715614,0.008696782,0.011388848,0,0,0,0,0.004283422,0.165585563,0.101132166,0.109772945,0.077485494,0.059551242,0.160136228,0.085435094,0.096250267,0.051195207,0.049215258,0.016422859,0.023534253,0,0,0,0.025754769,0,0.043040221,0.16756901,0.139572611,0.074232212,0.061522532,0.148728713,0.127728132,0.120631884,0.075084183,0.016135732,0,0,9.16E-04,0.00E+00,1.18E-02,5.52E-02,6.62E-02,1.26E-01,1.34E-01,8.91E-02,1.60E-01,1.31E-01,9.06E-02,6.78E-02,4.43E-02,1.46E-02,7.84E-03,0.00E+00,0.635503799,16.33670817,mRNA
2618,slr0796,0,0,0.013575402,0.100925555,0.101561125,0.154107157,0.190080999,0.143027742,0.087796923,0.075736401,0.019019684,0.059003158,0.031189082,0,0.023976772,0,0,0,0.006801797,0.09015057,0.144532203,0.227363914,0.140411357,0.04728176,0.158928731,0.077188936,0.049569469,0.017706972,0.026050215,0,0.014014077,0,0,0,0.009398694,0.138765066,0,0.061150996,0.25822855,0.136109531,0,0.09552506,0.054837477,0.107609872,0.11482109,0.023553665,0,0,0.00E+00,0.00E+00,9.93E-03,1.10E-01,8.20E-02,1.48E-01,1.96E-01,1.09E-01,8.22E-02,8.28E-02,4.11E-02,6.14E-02,5.74E-02,7.85E-03,1.27E-02,0.00E+00,0.613431471,15.60613833,mRNA
2619,slr0797,0,0.000624362,0.006121023,0.075844003,0.091585949,0.115809159,0.231637213,0.143310866,0.092369253,0.048784064,0.042879001,0.053207959,0.046876231,0.050950918,0,0,0,0,0.011079272,0.110132963,0.026158311,0.111104175,0.158828096,0.096270057,0.124259968,0.125731078,0.090835242,0.028842433,0.053040659,0.063717746,0,0,0,0.000680438,0.049352143,0,0.020412587,0.09030974,0.145280058,0.059558783,0.067614252,0.111149569,0.140375272,0.067421322,0.143878802,0.03864978,0.065317254,0,0.00E+00,4.35E-04,2.22E-02,6.20E-02,4.61E-02,1.06E-01,1.79E-01,9.97E-02,9.47E-02,9.52E-02,9.14E-02,4.98E-02,8.13E-02,5.11E-02,2.18E-02,0.00E+00,0.609110219,10.81145286,mRNA
2620,slr0798,0,0,0,0,0.08439379,0,0.192102263,0.066028399,0.316143589,0.179812386,0.079023506,0.032686392,0,0,0.049809675,0,0,0,0.005181037,0.103003681,0,0.086593353,0.178255935,0.063026718,0.251801762,0.138972455,0.094394631,0.053950728,0.009921431,0.01489827,0,0,0,0,0.017538042,0.051787358,0,0.136929933,0.200609714,0.076194462,0.041401684,0.136118619,0.147351165,0.098575004,0.09349402,0,0,0,0.00E+00,0.00E+00,7.57E-03,5.16E-02,2.81E-02,7.45E-02,1.90E-01,6.84E-02,2.03E-01,1.52E-01,1.07E-01,6.17E-02,3.45E-02,4.97E-03,1.66E-02,0.00E+00,0.565603997,9.301207867,mRNA
2621,slr0799,0,0,0,0,0.261822262,0.176570991,0.309024443,0.130759836,0.088020513,0,0,0.033801954,0,0,0,0,0,0,0,0.238941726,0,0.01809676,0.26077041,0.081664377,0.09107815,0.078193327,0.039454229,0.150332304,0.041468717,0,0,0,0,0,0.018662041,0,0,0,0.251137204,0.150143892,0.010489306,0.189674503,0.152439367,0.012820206,0.082904978,0,0.131728504,0,0.00E+00,0.00E+00,6.22E-03,7.96E-02,8.73E-02,6.49E-02,2.74E-01,1.21E-01,6.32E-02,8.93E-02,6.40E-02,6.57E-02,4.15E-02,0.00E+00,4.39E-02,0.00E+00,0.331689498,2.738529858,mRNA
2622,slr0801,0,0.004312956,0,0.008731903,0,0.255995185,0.288018078,0.13611962,0.173189638,0.03369899,0.059239798,0.024503282,0.01619055,0,0,0,0,0,0.011443769,0.058900446,0.072050381,0.025502087,0.12249319,0.119324694,0.128347996,0.204639702,0.173747462,0.039721759,0.043828514,0,0,0,0,0,0.040295289,0,0,0.098315407,0.203346858,0.072943287,0.033972941,0.195465771,0.158696745,0.07864072,0.033564256,0,0,0.084758726,0.00E+00,1.44E-03,1.72E-02,2.25E-02,2.40E-02,1.27E-01,2.05E-01,1.09E-01,1.12E-01,1.45E-01,1.31E-01,4.76E-02,3.12E-02,0.00E+00,0.00E+00,2.83E-02,0.644252333,7.232072312,mRNA
