,ID,Repl1_F1,Repl1_F2,Repl1_F3,Repl1_F4,Repl1_F5,Repl1_F6,Repl1_F7,Repl1_F8,Repl1_F9,Repl1_F10,Repl1_F11,Repl1_F12,Repl1_F13,Repl1_F1415,Repl1_F1617,Repl1_F18,Repl2_F1,Repl2_F2,Repl2_F3,Repl2_F4,Repl2_F5,Repl2_F6,Repl2_F7,Repl2_F8,Repl2_F9,Repl2_F10,Repl2_F11,Repl2_F12,Repl2_F13,Repl2_F1415,Repl2_F1617,Repl2_F18,Repl3_F1,Repl3_F2,Repl3_F3,Repl3_F4,Repl3_F5,Repl3_F6,Repl3_F7,Repl3_F8,Repl3_F9,Repl3_F10,Repl3_F11,Repl3_F12,Repl3_F13,Repl3_F1415,Repl3_F1617,Repl3_F18,Average_F1,Average_F2,Average_F3,Average_F4,Average_F5,Average_F6,Average_F7,Average_F8,Average_F9,Average_F10,Average_F11,Average_F12,Average_F13,Average_F1415,Average_F1617,Average_F18,SpCorAv,Average_Sum_readcount,Feature_subtype
1,6803r01,2.58E-05,1.57E-05,6.18E-05,0.000788327,0.010792373,0.017672308,0.013528523,0.009087978,0.012860596,0.010822275,0.009515882,0.009209741,0.007821913,0.016546803,0.01079113,0.870458861,5.47E-05,3.57E-05,6.77E-05,0.000975813,0.011730009,0.031166708,0.027314524,0.015868619,0.016730249,0.017219724,0.015438511,0.020345927,0.024732434,0.011373285,0.011619746,0.795175243,0.000151145,4.02E-05,5.77E-05,0.000514562,0.00901383,0.022008425,0.020675179,0.015896365,0.005747105,0.014337005,0.022069588,0.021625765,0.031448843,0.018480042,0.023428093,0.794657272,7.72E-05,3.05E-05,6.24E-05,7.60E-04,1.05E-02,2.36E-02,2.05E-02,1.36E-02,1.18E-02,1.41E-02,1.57E-02,1.71E-02,2.13E-02,1.55E-02,1.53E-02,8.20E-01,0.667647059,1953419.782,rRNA
2,6803r02,1.08E-05,2.28E-05,0.000237654,0.000754715,0.003537269,0.006543948,0.009800775,0.006590874,0.013203796,0.016031195,0.014359415,0.018169961,0.019453574,0.026390862,0.022822909,0.842069476,1.44E-05,1.54E-05,9.69E-05,0.000535364,0.003341263,0.012969591,0.018579782,0.015307501,0.012669612,0.012855836,0.013795398,0.010866584,0.012156722,0.015581284,0.017555985,0.853617225,4.12E-05,2.62E-05,0.000258581,0.001052048,0.005487809,0.01197995,0.031017543,0.021906102,0.010475672,0.015742776,0.024199511,0.020072123,0.021992359,0.016478088,0.022221654,0.797089596,2.21E-05,2.15E-05,1.98E-04,7.81E-04,4.12E-03,1.05E-02,1.98E-02,1.46E-02,1.21E-02,1.49E-02,1.75E-02,1.64E-02,1.79E-02,1.95E-02,2.09E-02,8.31E-01,0.803921569,7973416.441,rRNA
3,6803r03,1.13E-05,2.36E-05,0.000179776,0.000800392,0.002864717,0.005102182,0.010944411,0.011649478,0.039390964,0.051729765,0.0513509,0.057468081,0.100416539,0.115481022,0.405047793,0.147539133,8.22E-06,1.21E-05,7.92E-05,0.000391461,0.002383965,0.008986694,0.015235389,0.019722477,0.028738243,0.054164125,0.085530562,0.076659402,0.086208662,0.204638997,0.296146519,0.121053074,4.09E-05,1.80E-05,7.45E-05,0.000508076,0.002587589,0.004853634,0.01967532,0.02185636,0.018669867,0.04834581,0.11179657,0.112158507,0.132327109,0.092878793,0.370186696,0.064063194,2.01E-05,1.79E-05,1.11E-04,5.67E-04,2.61E-03,6.31E-03,1.53E-02,1.77E-02,2.89E-02,5.14E-02,8.29E-02,8.21E-02,1.06E-01,1.38E-01,3.57E-01,1.11E-01,0.953921569,5006450.224,rRNA
4,6803r04,1.13E-05,2.60E-05,0.000463935,0.002063707,0.004504755,0.005467431,0.011208048,0.011791759,0.039718255,0.051771557,0.051411252,0.057303053,0.099790581,0.114679032,0.402472496,0.147316874,8.25E-06,1.24E-05,0.000103445,0.000990487,0.003470936,0.009728271,0.015768291,0.019999728,0.029046028,0.054515845,0.085399287,0.076254189,0.085633831,0.203962617,0.294353748,0.1207119,4.07E-05,1.82E-05,0.000134734,0.001243374,0.004397121,0.006357525,0.020289848,0.02215723,0.018934849,0.048803322,0.112130001,0.111846474,0.13156368,0.09204825,0.366529545,0.063545895,2.01E-05,1.89E-05,2.34E-04,1.43E-03,4.12E-03,7.18E-03,1.58E-02,1.80E-02,2.92E-02,5.17E-02,8.30E-02,8.18E-02,1.06E-01,1.37E-01,3.54E-01,1.11E-01,0.952941176,5089610.762,rRNA
5,6803r05,1.13E-05,2.29E-05,0.000248655,0.000777788,0.00360299,0.006607683,0.009879945,0.006679421,0.013369608,0.016122842,0.014455279,0.018206978,0.019442674,0.026363908,0.022825855,0.841382205,1.45E-05,1.54E-05,9.81E-05,0.000546258,0.00340356,0.013140112,0.018737363,0.015509907,0.012879911,0.01302689,0.01391129,0.010914228,0.012195537,0.015628317,0.017557831,0.852379127,4.17E-05,2.62E-05,0.000262652,0.001085876,0.005596885,0.012175847,0.031440607,0.02223739,0.010767038,0.016028336,0.024528211,0.02025098,0.022105408,0.016514124,0.022235316,0.794745087,2.25E-05,2.15E-05,2.03E-04,8.03E-04,4.20E-03,1.06E-02,2.00E-02,1.48E-02,1.23E-02,1.51E-02,1.76E-02,1.65E-02,1.79E-02,1.95E-02,2.09E-02,8.30E-01,0.794117647,8037391.078,rRNA
6,6803r06,2.56E-05,1.56E-05,6.53E-05,0.000830274,0.011051393,0.017774581,0.01360362,0.009129834,0.012875612,0.010785364,0.009478899,0.009151506,0.007789057,0.016482138,0.010754309,0.870186988,5.39E-05,3.51E-05,6.79E-05,0.000988592,0.011804594,0.031223331,0.027284588,0.015897133,0.016566178,0.016995041,0.01523486,0.02009618,0.024402013,0.011329543,0.011599323,0.796272785,0.000148875,4.01E-05,5.87E-05,0.000526055,0.009168782,0.022391736,0.020971845,0.016125607,0.005857418,0.014255107,0.02205487,0.021577546,0.031397649,0.018407274,0.02345789,0.793709432,7.61E-05,3.03E-05,6.40E-05,7.82E-04,1.07E-02,2.38E-02,2.06E-02,1.37E-02,1.18E-02,1.40E-02,1.56E-02,1.69E-02,2.12E-02,1.54E-02,1.53E-02,8.20E-01,0.676470588,1977949.98,rRNA
7,6803s01,5.72E-06,1.17E-05,5.54E-05,0.000219633,0.002372118,0.012079703,0.032940293,0.07307948,0.404153232,0.323701912,0.099576862,0.024791852,0.011070831,0.00266122,0.010213064,0.003066944,8.97E-06,1.06E-05,7.87E-05,0.000308413,0.002462872,0.011236353,0.026317642,0.067449352,0.170374141,0.339567567,0.2566114,0.062125083,0.041834931,0.00899496,0.004330664,0.008212063,7.63E-05,1.69E-05,3.30E-05,0.000239787,0.002147036,0.005261617,0.034206269,0.056338208,0.103754293,0.262053755,0.364474494,0.106306731,0.056878555,0.005001882,0.001939259,0.001348156,3.03E-05,1.31E-05,5.57E-05,2.56E-04,2.33E-03,9.53E-03,3.12E-02,6.56E-02,2.26E-01,3.08E-01,2.40E-01,6.44E-02,3.66E-02,5.55E-03,5.49E-03,4.21E-03,0.945098039,368912.0332,ncRNA
8,6803t01,0,0.000122521,0.014573991,0.144862902,0.367982443,0.261648545,0.104546742,0.009081214,0.012342937,0.010131524,0.011429451,0.006148714,0.002146366,0.003416087,0.006541192,0.045025369,8.56E-05,0.000144538,0.001816378,0.148148653,0.368810403,0.244499215,0.131556446,0.033447564,0.020828708,0.0058379,0.00910059,0.00503165,0.005484972,0.002611532,0.003166623,0.019398014,3.12E-05,9.89E-05,0.005512665,0.089081811,0.462300958,0.273122806,0.109058394,0.018653172,0.012364283,0.005995253,0.005724904,0.003170949,0.003295561,0.001454216,0.001954903,0.00821121,3.89E-05,1.22E-04,7.30E-03,1.27E-01,4.00E-01,2.60E-01,1.15E-01,2.04E-02,1.52E-02,7.32E-03,8.75E-03,4.78E-03,3.64E-03,2.49E-03,3.89E-03,2.42E-02,0.901960784,1053.469174,tRNA
9,6803t01-3UTR(Kopf),0,0.000114621,0.003595859,0.040842405,0.305164577,0.312527964,0.158190323,0.012661306,0.019137496,0.01455325,0.015940367,0.007814393,0.003442241,0.003975297,0.008434894,0.093605006,0.000202388,0.000307398,0.00198103,0.052102633,0.232107985,0.338135726,0.223786255,0.0497042,0.025227044,0.009452388,0.009699966,0.004082762,0.006164561,0.002136198,0.006122421,0.038676574,0.000110471,0.000153618,0.002884954,0.034148878,0.367076632,0.323304962,0.173030759,0.032414879,0.016271269,0.012684608,0.005920399,0.005746796,0.004806086,0.002493055,0.003159905,0.015903202,1.04E-04,1.92E-04,2.82E-03,4.24E-02,3.01E-01,3.25E-01,1.85E-01,3.16E-02,2.02E-02,1.22E-02,1.05E-02,5.88E-03,4.80E-03,2.87E-03,5.91E-03,4.94E-02,0.947058824,299.8087928,3UTR
10,6803t02,2.79E-05,0.000103795,0.007359688,0.179331477,0.567343186,0.161591418,0.059146026,0.004885555,0.00321802,0.003238627,0.004013732,0.001441762,0.000866821,0.000606346,0.002858146,0.003967478,4.45E-05,5.16E-05,0.001165707,0.136516452,0.461304894,0.244592771,0.11057272,0.019629995,0.013006856,0.00324042,0.002206627,0.001658103,0.001685152,0.000890432,0.000522596,0.002842823,6.84E-05,1.80E-05,0.001578787,0.057901626,0.438476196,0.419161128,0.043820054,0.01321185,0.013368055,0.00555972,0.002345281,0.001084092,0.002204993,0.000223377,0.000361989,0.000684895,4.69E-05,5.78E-05,3.37E-03,1.25E-01,4.89E-01,2.75E-01,7.12E-02,1.26E-02,9.86E-03,4.01E-03,2.86E-03,1.39E-03,1.59E-03,5.73E-04,1.25E-03,2.50E-03,0.892156863,36491.59275,tRNA
11,6803t02-5UTR(Kopf),3.86E-05,0.0001373,0.006456721,0.127779758,0.623449827,0.159390778,0.056104633,0.004745964,0.003104437,0.003329034,0.004215788,0.001646761,0.000989923,0.000720279,0.003396238,0.00449392,6.22E-05,5.65E-05,0.001239175,0.100092135,0.483833023,0.23424469,0.123194126,0.021242896,0.019610334,0.004257768,0.002563812,0.002059485,0.002057839,0.000981416,0.000649102,0.003736018,0.000119464,2.34E-05,0.00140496,0.044822698,0.43798082,0.420799554,0.04745124,0.01292066,0.020688462,0.006158732,0.00259491,0.001257673,0.002469698,0.000279588,0.000320337,0.00082731,7.34E-05,7.24E-05,3.03E-03,9.09E-02,5.15E-01,2.71E-01,7.56E-02,1.30E-02,1.45E-02,4.58E-03,3.12E-03,1.65E-03,1.84E-03,6.60E-04,1.46E-03,3.02E-03,0.859803922,7698.418405,5UTR
12,6803t03,3.70E-05,0.00168375,0.079899528,0.1824725,0.427146708,0.160888325,0.084392251,0.007007231,0.006287547,0.00506475,0.011443713,0.003293013,0.001595166,0.002227698,0.009315255,0.017245524,0.000112653,0.000357367,0.026222529,0.183178051,0.317119013,0.230618022,0.138961861,0.033620251,0.031596763,0.008711713,0.004613037,0.00443303,0.004591899,0.003876123,0.00128876,0.01059927,9.97E-05,3.81E-05,0.032966276,0.201431972,0.563614685,0.141573708,0.031462131,0.008406222,0.006371358,0.004953787,0.002488192,0.001521929,0.001991837,0.000362615,0.000788592,0.002028628,8.31E-05,6.93E-04,4.64E-02,1.89E-01,4.36E-01,1.78E-01,8.49E-02,1.63E-02,1.48E-02,6.24E-03,6.18E-03,3.08E-03,2.73E-03,2.16E-03,3.80E-03,9.96E-03,0.891176471,3017.907958,tRNA
13,6803t03-3UTR(Kopf),4.49E-05,0.001638289,0.078801286,0.172059335,0.436694408,0.164086802,0.08258155,0.005121031,0.005011736,0.004962678,0.011576001,0.003321461,0.00171156,0.002498257,0.010603434,0.019287319,0.00014623,0.000426446,0.030807818,0.199563981,0.311167521,0.224949064,0.144392081,0.027016311,0.021667346,0.005664437,0.004024366,0.00525738,0.005619651,0.004295524,0.001560346,0.013328882,0.000112617,4.12E-05,0.029613574,0.209837777,0.563029704,0.143775131,0.028975331,0.006316318,0.004730797,0.003548797,0.002160581,0.001519807,0.00227384,0.00046403,0.000983612,0.002729479,1.01E-04,7.02E-04,4.64E-02,1.94E-01,4.37E-01,1.78E-01,8.53E-02,1.28E-02,1.05E-02,4.73E-03,5.92E-03,3.37E-03,3.20E-03,2.42E-03,4.38E-03,1.18E-02,0.887254902,2215.780844,3UTR
14,6803t03-5UTR(Kopf),4.31E-05,0.002197404,0.104472006,0.227974962,0.363824934,0.151167556,0.074349345,0.007389575,0.006972776,0.0056944,0.013887434,0.00479434,0.002262494,0.003331202,0.013285322,0.018353174,0.000152125,0.000456749,0.032179272,0.18164101,0.28166308,0.245299345,0.148885746,0.032283888,0.036519321,0.010251182,0.005466511,0.004894847,0.005676683,0.003762099,0.001780239,0.008959415,0.000128488,2.96E-05,0.036256004,0.199605916,0.554088131,0.137722086,0.037939771,0.009307947,0.007800038,0.005884633,0.002352693,0.001867106,0.002409203,0.000540145,0.001194534,0.003002162,1.08E-04,8.95E-04,5.76E-02,2.03E-01,4.00E-01,1.78E-01,8.71E-02,1.63E-02,1.71E-02,7.28E-03,7.24E-03,3.85E-03,3.45E-03,2.54E-03,5.42E-03,1.01E-02,0.882352941,1654.789225,5UTR
15,6803t04,0.000239244,0.000485759,0.027779583,0.171999882,0.479781902,0.172596757,0.040746827,0.000464572,0.002963541,0.004377415,0.01241558,0.003219712,0.003039179,0.007267388,0.009812818,0.06280984,0.000458358,0.000278472,0.008113892,0.121529947,0.366149378,0.240704182,0.119197691,0.017285677,0.00656661,0.002082869,0,0.007786461,0.012741176,0.008385776,0.002773146,0.085646137,0.000300227,8.30E-05,0.008151786,0.099759124,0.443000543,0.34090482,0.061077795,0.007642193,0.004758436,0.003911144,0.004610238,0.00411221,0.005014606,0.002828827,0.004647857,0.009497417,3.33E-04,2.82E-04,1.47E-02,1.31E-01,4.30E-01,2.51E-01,7.37E-02,8.46E-03,4.76E-03,3.46E-03,5.68E-03,5.04E-03,6.93E-03,6.16E-03,5.74E-03,5.27E-02,0.765686275,171.5724722,tRNA
16,6803t04-5UTR(Kopf),0.000191378,0.000388572,0.019428079,0.142139812,0.501588047,0.197972835,0.041561253,0.001114871,0.003826934,0.007468764,0.011114638,0.004415206,0.004376023,0.007927344,0.016820455,0.039665789,0.000202858,0.000205408,0.005544862,0.084709017,0.350809851,0.275450494,0.140435725,0.015821473,0.007107798,0.002560627,0,0.008615232,0.012985119,0.007137182,0.002045542,0.086147358,0.000221455,0.00021739,0.010017156,0.086678972,0.369750626,0.397541337,0.07873949,0.006933386,0.004154186,0.006146077,0.005174752,0.006154322,0.00656674,0.004939216,0.008694962,0.008291387,2.05E-04,2.70E-04,1.17E-02,1.05E-01,4.07E-01,2.90E-01,8.69E-02,7.96E-03,5.03E-03,5.39E-03,5.43E-03,6.39E-03,7.98E-03,6.67E-03,9.19E-03,4.47E-02,0.756862745,69.74968971,5UTR
17,6803t05,3.44E-05,0.000457268,0.041439405,0.24985946,0.493801701,0.122371755,0.058720545,0.006618687,0.005770906,0.003534588,0.005518832,0.001610105,0.000750663,0.000869167,0.003046802,0.005595682,4.68E-05,0.000125256,0.008235218,0.205196994,0.407019745,0.204093023,0.090272032,0.033703708,0.028291624,0.007869704,0.003635925,0.002248497,0.002206941,0.001117327,0.000562444,0.005329605,4.52E-05,3.10E-05,0.012130912,0.142559721,0.524353204,0.234517272,0.037234652,0.013871726,0.018489328,0.007735746,0.003861312,0.001269302,0.001802421,0.000271481,0.000489,0.001382908,4.21E-05,2.05E-04,2.06E-02,1.99E-01,4.75E-01,1.87E-01,6.21E-02,1.81E-02,1.75E-02,6.38E-03,4.34E-03,1.71E-03,1.59E-03,7.53E-04,1.37E-03,4.10E-03,0.957843137,80142.61775,tRNA
18,6803t06,0,0.000604983,0.010104383,0.200277605,0.48920224,0.187103313,0.068969988,0.005305742,0.003965228,0.004640874,0.002699788,0.002449109,0.001884893,0.001589019,0.006001068,0.015201767,7.15E-05,0.000316924,0.00786332,0.151193819,0.333763939,0.285011525,0.148672129,0.028813539,0.014412221,0.002092043,0.003561661,0.004443485,0.003980977,0.002202397,0.001052025,0.012532184,1.63E-05,2.45E-05,0.003132449,0.036882855,0.533819399,0.35996056,0.029415203,0.013329626,0.003192316,0.002809691,0.001144669,0.002613796,0.004139852,0.001393023,0.001869494,0.006272541,2.93E-05,3.15E-04,7.03E-03,1.29E-01,4.52E-01,2.77E-01,8.24E-02,1.58E-02,7.19E-03,3.18E-03,2.47E-03,3.17E-03,3.34E-03,1.73E-03,2.97E-03,1.13E-02,0.871568627,5205.126464,tRNA
19,6803t06-5UTR(Kopf),0,0.000818227,0.011326903,0.245889645,0.481251064,0.172540231,0.055628466,0.004582091,0.003458574,0.004428997,0.001997221,0.001960257,0.001443268,0.00044246,0.005376902,0.008855695,6.42E-05,0.000336111,0.009275669,0.161227339,0.328623396,0.291314487,0.146464898,0.02600088,0.015330455,0.002432894,0.003150769,0.004638435,0.003763231,0.001130192,0.000323917,0.005911391,1.17E-05,3.57E-05,0.003209241,0.031019988,0.571116634,0.344300958,0.018991461,0.010253572,0.003717918,0.002687913,0.000808256,0.002667488,0.004153977,0.00121506,0.001548217,0.004273664,2.53E-05,3.97E-04,7.94E-03,1.46E-01,4.60E-01,2.69E-01,7.37E-02,1.36E-02,7.50E-03,3.18E-03,1.99E-03,3.09E-03,3.12E-03,9.29E-04,2.42E-03,6.35E-03,0.859803922,1416.629752,5UTR
20,6803t07,2.17E-05,0.000122145,0.019373412,0.241614173,0.598528109,0.096236467,0.029971783,0.002483587,0.001132342,0.001622434,0.00288011,0.001112672,0.000288871,0.000289061,0.00182944,0.002493736,8.98E-06,3.64E-05,0.003560982,0.225734961,0.433991729,0.231744139,0.08070386,0.011595607,0.004094482,0.00122955,0.001784683,0.001515859,0.001427128,0.000606298,0.000174853,0.001753307,3.72E-05,1.01E-05,0.00420096,0.102951494,0.604314489,0.241707831,0.031699293,0.004946961,0.004953076,0.001294797,0.000840012,0.000974049,0.001232557,0.000193449,0.000115682,0.000565292,2.26E-05,5.62E-05,9.05E-03,1.90E-01,5.46E-01,1.90E-01,4.75E-02,6.34E-03,3.39E-03,1.38E-03,1.83E-03,1.20E-03,9.83E-04,3.63E-04,7.07E-04,1.60E-03,0.858823529,10366.15664,tRNA
21,6803t07-3UTR(Kopf),2.72E-05,6.44E-05,0.023793362,0.279008882,0.547746384,0.095944458,0.034686233,0.001688095,0.001282334,0.001257025,0.004135365,0.00159299,0.000138042,0.000412613,0.003342791,0.004879908,0,4.97E-05,0.002732884,0.28187735,0.419191785,0.204879294,0.068240704,0.007689372,0.004228982,0.001321926,0.001568511,0.002015329,0.002377048,0.001093859,0.000247503,0.002432154,5.36E-05,4.44E-06,0.003360627,0.124729765,0.690653482,0.160482167,0.014062843,0.002196177,0.001169787,0.000536486,0.000580757,0.000792727,0.000762102,0.000163777,0.000124196,0.000380673,2.69E-05,3.95E-05,9.96E-03,2.29E-01,5.53E-01,1.54E-01,3.90E-02,3.86E-03,2.23E-03,1.04E-03,2.09E-03,1.47E-03,1.09E-03,5.57E-04,1.24E-03,2.56E-03,0.853921569,4130.418096,3UTR
22,6803t07-5UTR(Kopf),0,5.17E-05,0.00475592,0.13713596,0.646586687,0.140692582,0.049773457,0.004073895,0.002234814,0.002357903,0.00380983,0.001241286,0.000614973,0.000281444,0.002164761,0.004224755,1.15E-05,4.66E-05,0.001117017,0.115240631,0.402894739,0.304755006,0.130268542,0.024173221,0.009298321,0.002710885,0.003283282,0.001409361,0.001599287,0.000890655,0.000308638,0.001954618,3.77E-05,1.32E-05,0.001029182,0.036556451,0.498030113,0.35148451,0.075387879,0.014312509,0.015263865,0.002875949,0.001601294,0.00114886,0.001634684,0.000307509,0.000186704,0.000167329,1.64E-05,3.72E-05,2.30E-03,9.63E-02,5.16E-01,2.66E-01,8.51E-02,1.42E-02,8.93E-03,2.65E-03,2.90E-03,1.27E-03,1.28E-03,4.93E-04,8.87E-04,2.12E-03,0.845098039,1350.784642,5UTR
23,6803t08,1.80E-05,0.000338034,0.0325321,0.274378556,0.506104541,0.118616938,0.045961047,0.004986958,0.002442541,0.002391358,0.003780277,0.001790714,0.00078881,0.000643033,0.002709035,0.00251806,3.79E-05,0.000102426,0.011596823,0.263390351,0.402561035,0.207931263,0.074532814,0.016529255,0.010133099,0.003064428,0.002446582,0.002190932,0.001670884,0.000836347,0.000357,0.002577419,4.14E-05,2.10E-05,0.009552085,0.139572499,0.577956483,0.228532976,0.025889617,0.007381099,0.003038841,0.002580292,0.001572781,0.000834288,0.001627301,0.000272944,0.000480489,0.000687281,3.24E-05,1.54E-04,1.79E-02,2.26E-01,4.96E-01,1.85E-01,4.88E-02,9.63E-03,5.20E-03,2.68E-03,2.60E-03,1.61E-03,1.36E-03,5.84E-04,1.18E-03,1.93E-03,0.915686275,7864.082011,tRNA
24,6803t08-5UTR(Kopf),2.40E-05,0.000780586,0.037649319,0.340368869,0.477151656,0.097580532,0.025068172,0.002379593,0.001649734,0.001524764,0.004523171,0.002355965,0.000915709,0.00084601,0.003695768,0.003486126,0.000120083,0.000287401,0.023321136,0.297559671,0.355807132,0.227526906,0.060721876,0.011327531,0.008788543,0.003086684,0.002190174,0.002271752,0.002660091,0.000537716,0.000880636,0.002781577,0.000131092,3.78E-05,0.012367642,0.110762257,0.610711386,0.225366054,0.019181593,0.005397641,0.005047923,0.002297345,0.00127562,0.001093199,0.003785033,0.000465537,0.00100865,0.001202292,9.17E-05,3.69E-04,2.44E-02,2.50E-01,4.81E-01,1.83E-01,3.50E-02,6.37E-03,5.16E-03,2.30E-03,2.66E-03,1.91E-03,2.45E-03,6.16E-04,1.86E-03,2.49E-03,0.867647059,1782.459332,5UTR
25,6803t09,6.93E-05,0.000808875,0.033029861,0.187543914,0.444427925,0.210393794,0.076392802,0.011906616,0.005648852,0.003709616,0.007366509,0.002047983,0.00059409,0.001004471,0.002131313,0.012924095,7.80E-05,3.95E-05,0.004201531,0.199017106,0.380336911,0.203006495,0.118272769,0.040158759,0.026952598,0.005319703,0.006089107,0.003480195,0.001097145,0.001922083,0,0.009942843,8.52E-05,0,0.011838032,0.151698734,0.489190324,0.239894518,0.062849026,0.019174947,0.006565338,0.006322945,0.005920286,0.000614039,0.002620751,0.000492804,0.000832827,0.001985429,7.75E-05,2.83E-04,1.64E-02,1.79E-01,4.38E-01,2.18E-01,8.58E-02,2.37E-02,1.31E-02,5.12E-03,6.46E-03,2.05E-03,1.44E-03,1.14E-03,9.88E-04,8.28E-03,0.893137255,809.3774937,tRNA
26,6803t10,4.86E-05,0.00011204,0.017474204,0.185566861,0.530664213,0.162254952,0.068204126,0.003056422,0.003185418,0.004253771,0.007920488,0.002534779,0.000771085,0.000990494,0.003250025,0.009712511,5.92E-05,0.000105864,0.001757769,0.125003829,0.422210022,0.271088612,0.137446753,0.017133587,0.006334646,0.002511296,0.00294759,0.002636801,0.002224473,0.001238039,0.000477651,0.006738901,8.50E-05,1.89E-05,0.001581375,0.063843938,0.547787069,0.306292248,0.058264974,0.007008754,0.005500645,0.002355089,0.001895741,0.001481309,0.002087781,0.000295417,0.000505125,0.00108159,6.43E-05,7.89E-05,6.94E-03,1.25E-01,5.00E-01,2.47E-01,8.80E-02,9.07E-03,5.01E-03,3.04E-03,4.25E-03,2.22E-03,1.69E-03,8.41E-04,1.41E-03,5.84E-03,0.806862745,50466.43122,tRNA
27,6803t10-3UTR(Kopf),7.06E-05,0.000111306,0.012131768,0.120114763,0.546489015,0.187526506,0.089076711,0.002791051,0.003325578,0.004801103,0.009429451,0.002953913,0.001001656,0.001343797,0.004637861,0.014194932,0.000107548,0.000155811,0.001757219,0.089336715,0.405086327,0.267251794,0.185391841,0.016342999,0.004563754,0.00250626,0.003172015,0.003436168,0.003085865,0.002223764,0.001051108,0.014404373,0.000126439,2.28E-05,0.000875944,0.03792951,0.549914241,0.32996104,0.058783974,0.00655818,0.004910082,0.001870243,0.001763028,0.00167338,0.002391447,0.000428786,0.000744387,0.002172969,1.02E-04,9.66E-05,4.92E-03,8.25E-02,5.00E-01,2.62E-01,1.11E-01,8.56E-03,4.27E-03,3.06E-03,4.79E-03,2.69E-03,2.16E-03,1.33E-03,2.14E-03,1.03E-02,0.803921569,12229.65653,3UTR
28,6803t10-5UTR(Kopf),6.25E-05,9.24E-05,0.011611668,0.129480056,0.536631616,0.188339809,0.087392731,0.004098513,0.004167186,0.005392119,0.009966535,0.003294039,0.000978277,0.001226467,0.004373145,0.012892981,7.98E-05,0.000125668,0.001247338,0.083878139,0.372273399,0.299734443,0.181131292,0.026255541,0.009138835,0.003603138,0.004100484,0.003416586,0.002829962,0.001785587,0.000592206,0.009693887,0.000113711,1.84E-05,0.00071047,0.034236643,0.531411282,0.327309654,0.076128452,0.009686403,0.008274549,0.003061432,0.002378668,0.001749837,0.002448698,0.000367952,0.000639104,0.001578504,8.53E-05,7.88E-05,4.52E-03,8.25E-02,4.80E-01,2.72E-01,1.15E-01,1.33E-02,7.19E-03,4.02E-03,5.48E-03,2.82E-03,2.09E-03,1.13E-03,1.87E-03,8.06E-03,0.815686275,15987.27045,5UTR
29,6803t11,3.86E-05,0.000740853,0.048477755,0.166639149,0.487426724,0.143015646,0.087707785,0.00935773,0.007353203,0.006473547,0.009842525,0.002995417,0.001072984,0.002673263,0.006467586,0.01971723,8.68E-05,0.00022422,0.013983622,0.143526709,0.339054739,0.243376934,0.131572268,0.040045385,0.035771516,0.00843081,0.007313535,0.003875471,0.003983804,0.003753129,0.002368318,0.022544575,8.81E-05,1.76E-05,0.021285875,0.135399926,0.612264953,0.152404164,0.037768283,0.012670135,0.011532707,0.005682188,0.003616911,0.001454281,0.001733947,0.000478973,0.000830074,0.002859946,7.12E-05,3.28E-04,2.79E-02,1.49E-01,4.80E-01,1.80E-01,8.57E-02,2.07E-02,1.82E-02,6.86E-03,6.92E-03,2.78E-03,2.26E-03,2.30E-03,3.22E-03,1.50E-02,0.934313725,6843.061678,tRNA
30,6803t11-3UTR(Kopf),3.91E-05,0.00074495,0.048738065,0.166201854,0.488082237,0.142161741,0.087654974,0.009200582,0.007482699,0.006466094,0.009883341,0.003019528,0.001076226,0.002710695,0.00654456,0.019993315,8.95E-05,0.000227384,0.014290292,0.142753086,0.338672143,0.243861654,0.132257831,0.039331508,0.03522588,0.00846458,0.007440501,0.00396425,0.003983973,0.003816977,0.002442214,0.023087303,9.09E-05,1.71E-05,0.021458571,0.135544226,0.613905848,0.151235675,0.037298277,0.012376661,0.011417406,0.005661062,0.003643699,0.001447188,0.00178265,0.000481354,0.000829342,0.002900941,7.32E-05,3.30E-04,2.82E-02,1.48E-01,4.80E-01,1.79E-01,8.57E-02,2.03E-02,1.80E-02,6.86E-03,6.99E-03,2.81E-03,2.28E-03,2.34E-03,3.27E-03,1.53E-02,0.924509804,6731.439213,3UTR
31,6803t11-5UTR(Kopf),4.67E-05,0.000906962,0.063707645,0.187934427,0.474367301,0.130081457,0.088492455,0.006675335,0.009061787,0.007159942,0.012228484,0.002805398,0.000918144,0.00153035,0.00594055,0.008143037,0.000117503,0.000259527,0.01658862,0.134694585,0.316696762,0.268669027,0.138263162,0.040310842,0.043359137,0.009401382,0.008584447,0.004363036,0.004186164,0.003391667,0.000924556,0.010081788,0.000107794,1.78E-05,0.020420951,0.127320459,0.622473124,0.145808134,0.040789625,0.011833739,0.015129176,0.006509704,0.003828498,0.001628411,0.001772056,0.000253936,0.000625534,0.001588886,9.07E-05,3.95E-04,3.36E-02,1.50E-01,4.71E-01,1.82E-01,8.92E-02,1.96E-02,2.25E-02,7.69E-03,8.21E-03,2.93E-03,2.29E-03,1.73E-03,2.50E-03,6.60E-03,0.923529412,3414.351815,5UTR
